001,003,1300,1301,1308,1309,130a,130d,130f,130k,130l,130n,130p,130s,130t,130v,130x,130y,source,term_type
12093942,ItRAAR,,,,"(Philo Alexandrinus, 20 a.C.-c. 45 d.C.)","De confusione linguarum",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12093956,ItRAAR,,,,"(Philo Alexandrinus, 20 a.C.-c. 45 d.C.)","De congressu eruditionis gratia",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12093959,ItRAAR,,,,"(Philo Alexandrinus, 20 a.C.-c. 45 d.C.)","De fuga et inventione",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12093971,ItRAAR,,,,"(Philo Alexandrinus, 20 a.C.-c. 45 d.C.)","De somniis",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12093975,ItRAAR,,,,"(Philo Alexandrinus, 20 a.C.-c. 45 d.C.)","De Abrahamo",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12093993,ItRAAR,,,,"(Philo Alexandrinus, 20 a.C.-c. 45 d.C.)","De Josepho",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12093999,ItRAAR,,,,"(Philo Alexandrinus, 20 a.C.-c. 45 d.C.)","De decalogo",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12094013,ItRAAR,http://id.loc.gov/authorities/names/no2003065449,,,,"Bibliothèque des correspondances",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12094016,ItRAAR,,,,"(Philo Alexandrinus, c. 20 a.C.-45 d.C.)","De specialibus legibus",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12094034,ItRAAR,,,,"(Philo Alexandrinus, 20 a.C.-c. 45 d.C.)","De execrationibus",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12094049,ItRAAR,,,,"(Philo Alexandrinus, 20 a.C.-c. 45 d.C.)","De aeternitate mundi",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12094072,ItRAAR,,,,"(Philo Alexandrinus, 20 a.C.-c. 45 d.C.)",Alexander,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12096026,ItRAAR,http://id.loc.gov/authorities/names/no00015431,,,,"Lund studies in human ecology",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12096326,ItRAAR,http://id.loc.gov/authorities/names/n83706553,,,,"Colección Crisis y opciones",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12097775,ItRAAR,http://id.loc.gov/authorities/names/n42020123,,,,"Publicações CID.",,,,,,História,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12098533,ItRAAR,,,,,"Quaderni del dottorato di ricerca ""Storia delle donne e dell'identità di genere""",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12098761,ItRAAR,http://id.loc.gov/authorities/names/n2001109701,,,,"Biblioteca europea (Fondazione Giangiacomo Feltrinelli)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12101445,ItRAAR,http://id.loc.gov/authorities/names/n2005040164,,,,"Collana Giovan Domenico Mansi",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12102258,ItRAAR,,,,,"Theses ad lauream in iure civili (Pontificia Università lateranense)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12102769,ItRAAR,http://id.loc.gov/authorities/names/n42033386,,,,"NT educación",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12102802,ItRAAR,http://id.loc.gov/authorities/names/n90655334,,,,"Colección Memoria histórica",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12102993,ItRAAR,http://id.loc.gov/authorities/names/n90715545,,,,"Biblioteca neoclassica",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12103333,ItRAAR,http://id.loc.gov/authorities/names/n92075959,,,,"Collana di studi di diritto canonico ed ecclesiastico.",,,,,,"Sezione ecclesiasticistica",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12104824,ItRAAR,http://id.loc.gov/authorities/names/n94076049,,,,"Collana Dalla Torah al Vangelo",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12105113,ItRAAR,http://id.loc.gov/authorities/names/n90627600,,,,"Pennsylvania studies in human rights",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12105285,ItRAAR,http://id.loc.gov/authorities/names/no2004017692,,,,"Colección ETEA",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12107010,ItRAAR,http://id.loc.gov/authorities/names/nr2004017461,,,,"Collection Versions françaises",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12107063,ItRAAR,http://id.loc.gov/authorities/names/n2002029293,,,,"Biblioteca de rescate",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12107311,ItRAAR,http://id.loc.gov/authorities/names/nr99007949,,,,"Biblioteca scolastica",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12107352,ItRAAR,http://id.loc.gov/authorities/names/n2002115711,,,,"10 temas",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12107360,ItRAAR,,,,,"Colección Compendios",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12107484,ItRAAR,http://id.loc.gov/authorities/names/n90698835,,,,"Publicaciones de la Universidad Pontificia Comillas.",,,,,"Serie V,","Documentos de trabajo",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12107908,ItRAAR,http://id.loc.gov/authorities/names/n2003048869,,,,"Terzo millennio (Claudio Grenzi editore)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12108121,ItRAAR,http://id.loc.gov/authorities/names/n00109563,,,,"Publicacións en historia medieval",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12108197,ItRAAR,http://id.loc.gov/authorities/names/no2001064681,,,,"Biblioteca di antropologia medica",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12108250,ItRAAR,http://id.loc.gov/authorities/names/n84703804,,,,"Collana dell'Istituto di sociologia internazionale, Gorizia (I.S.I.G.)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12108374,ItRAAR,http://id.loc.gov/authorities/names/n88509034,,,,"Biblioteca vasca",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12108459,ItRAAR,http://id.loc.gov/authorities/names/n91024952,,,,"Biblioteca de divulgación.",,,,,,"Serie Galicia",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12108532,ItRAAR,http://id.loc.gov/authorities/names/no93037285,,,,"Biblioteca di studi e ricerche di diritto romano e storia del diritto",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12108926,ItRAAR,,,,,"Sociologia (Bulzoni)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12109548,ItRAAR,,,,,"Contraversions (University of California Press)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12109550,ItRAAR,,,,,"Contraversions (Stanford University Press)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12109656,ItRAAR,http://id.loc.gov/authorities/names/n93119102,,,,"Classici contemporanei Rizzoli",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12109901,ItRAAR,http://id.loc.gov/authorities/names/no99068574,,,,"Hellenica (Alessandria, Italy)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12110238,ItRAAR,http://id.loc.gov/authorities/names/nr2001013828,,,,"Studies in theology and religion",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12110540,ItRAAR,http://id.loc.gov/authorities/names/n90696757,,,,"Publicaciones de la Universidad Pontificia Comillas",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12110671,ItRAAR,,,,,Points.,,,,,,Psychanalyse,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12111018,ItRAAR,http://id.loc.gov/authorities/names/no2004076331,,,,"Collection Vestigia",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12112621,ItRAAR,http://id.loc.gov/authorities/names/no97017706,,,,"Universale economica.",,,,,,Classici,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12112649,ItRAAR,,,,,"Le bussole (Carocci)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12112872,ItRAAR,http://id.loc.gov/authorities/names/n91088949,,,,"Biblioteca di parole perdute",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12113002,ItRAAR,http://id.loc.gov/authorities/names/no00059384,,,,"Collectanea graeco-romana",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12113016,ItRAAR,,,,,"Theses ad doctoratum in iure canonico (Pontificia Università lateranense)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12113585,ItRAAR,http://id.loc.gov/authorities/names/nr2002027202,,,,"Augsburger Beiträge zur Archäologie",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12113637,ItRAAR,http://id.loc.gov/authorities/names/n83702729,,,,"Kataloge (Österreichische Galerie)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12114876,DLC,http://id.loc.gov/authorities/names/n99831509,,,,"Tübinger Texte",,,,,,,,,,,,DLC;eng;DLC,UNIF_TITLE
12115353,ItRAAR,http://id.loc.gov/authorities/names/n84743747,,,,"Biblioteca Palabra",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12116088,ItRAAR,http://id.loc.gov/authorities/names/n94033099,,,,"Col·lecció Es frares",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12116324,ItRAAR,http://id.loc.gov/authorities/names/no98070636,,,,"Dissertationes ad gradum doctoris in Facultate Theologica consequendum conscriptae",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12117339,ItRAAR,http://id.loc.gov/authorities/names/no2002085275,,,,"Bibliothèque des Lumières",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12118382,ItRAAR,,,,,"Proteo (Bulzoni)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12118977,ItRAAR,http://id.loc.gov/authorities/names/n42002129,,,,"Annals of mathematics studies",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12119113,ItRAAR,http://id.loc.gov/authorities/names/nr2003032654,,,,"Collection Giordano Bruno.",,,,,,Documents/essais,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12119260,ItRAAR,http://id.loc.gov/authorities/names/n83700595,,,,"International inventory of musical sources.",,,,,A,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12119619,ItRAAR,http://id.loc.gov/authorities/names/n42007904,,,,"Collana polivalente",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12119630,ItRAAR,http://id.loc.gov/authorities/names/n94089812,,,,"Biblioteca dell'Argileto.",,,,,,"Nuova serie",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12119971,ItRAAR,http://id.loc.gov/authorities/names/n2003036607,,,,"Colección de arqueología leonesa.",,,,,,"Serie Astorga",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12119980,ItRAAR,,,,,"Percorsi (Mucchi)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12121252,ItRAAR,http://id.loc.gov/authorities/names/n84705317,,,,"Collection Unichamp",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12122016,ItRAAR,,,,,"Collana dell'Istituto di Studi industriali, bancari e del terziario ""G. Panati""",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12123840,ItRAAR,http://id.loc.gov/authorities/names/no96058886,,,,"Collection Spemann",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12124169,ItRAAR,,,,"(Philo Alexandrinus, 20 a.C.-c. 45 d.C.)","Quaestiones [et solutiones] in Exodum",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12125454,ItRAAR,http://id.loc.gov/authorities/names/n90705163,,,,"Publications de l'Institut des belles lettres arabes--Tunis",,,,,,,,,,,,DLC,UNIF_TITLE
12126269,ItRAAR,http://id.loc.gov/authorities/names/n97045074,,,,"Quaderni rosa",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12126588,ItRAAR,http://id.loc.gov/authorities/names/n42030724,,,,"Collana lunaria",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12126805,ItRAAR,http://id.loc.gov/authorities/names/no2003005914,,,,"British moral philosophers",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12127636,ItRAAR,,,,,"Il tempo e le cose",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12128271,ItRAAR,http://id.loc.gov/authorities/names/no97013438,,,,"Bibliothèque d'éducation et de récréation",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12129324,ItRAAR,http://id.loc.gov/authorities/names/no96045206,,,,"Scandinavian classics",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12129908,ItRAAR,,,,"(Castiglione, Baldassarre, conte, 1478-1529)","Libro del cortegiano",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12129955,ItRAAR,,,,,"Itinera (Vecchiarelli)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12130302,ItRAAR,http://id.loc.gov/authorities/names/n84740978,,,,"Biblioteca de estudios regionales",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12130609,ItRAAR,http://id.loc.gov/authorities/names/n86735727,,,,"Suomen Eksegeettisen Seuran julkaisuja",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12131296,ItRAAR,http://id.loc.gov/authorities/names/n90651697,,,,"Collana di scienza e tecnica delle costruzioni.",,,,,,"Sezione Testi universitari",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12132055,ItRAAR,http://id.loc.gov/authorities/names/n98096772,,,,"Biblioteka Shkodra",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12132069,ItRAAR,http://id.loc.gov/authorities/names/n86727633,,,,"Monograph series (Society of Biblical Literature)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12133190,ItRAAR,,,,"(Vergil, Polydore, 1470?-1555)","De rerum inventoribus",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12134381,ItRAAR,http://id.loc.gov/authorities/names/n2003023227,,,,"Colección de ciencias sociales.",,,,,,"Serie de ciencia política",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12134523,ItRAAR,http://id.loc.gov/authorities/names/n2002047900,,,,"Bibliothèque Napoléon.",,,,,,"Série ""Etudes""",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12135658,ItRAAR,http://id.loc.gov/authorities/names/n2004104906,,,,"Collana del Dipartimento di diritto pubblico, Università degli studi di Perugia",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12136833,ItRAAR,http://id.loc.gov/authorities/names/n2001085695,,,,"Collection Xwefa",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12139122,ItRAAR,http://id.loc.gov/authorities/names/no2001083944,,,,Vif,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12142537,ItRAAR,http://id.loc.gov/authorities/names/n2002094878,,,,"Biblioteca di Theotokos",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12142549,ItRAAR,http://id.loc.gov/authorities/names/n2002110536,,,,"Collana di ricerche e documenti sull'economia e sul pensiero degli economisti del Mezzogiorno d'Italia nel '700 e '800",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12142708,ItRAAR,http://id.loc.gov/authorities/names/n86729836,,,,"Publications of the Jacques Maritain Center",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12142817,ItRAAR,http://id.loc.gov/authorities/names/n86720954,,,,"Collana ""Schulim Vogelmann""",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12142879,ItRAAR,http://id.loc.gov/authorities/names/n95103465,,,,"Publications of the project on comparative legal cultures of the Faculty of Law of Loránd Eötvös University in Budapest",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12143228,ItRAAR,http://id.loc.gov/authorities/names/n95035885,,,,"NT derecho",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12143421,ItRAAR,http://id.loc.gov/authorities/names/n92110599,,,,"Collana di filosofia.",,,,,,Saggi,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12143996,ItRAAR,http://id.loc.gov/authorities/names/no2004005841,,,,"Collana del Centro di studi religiosi comparati Edoardo Agnelli",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12144343,ItRAAR,http://id.loc.gov/authorities/names/no94035032,,,,"Vienna Circle Institute yearbook",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12144637,ItRAAR,http://id.loc.gov/authorities/names/n2001014741,,,,"Vienna Circle Institute library",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12145863,ItRAAR,http://id.loc.gov/authorities/names/no2004048986,,,,"Biblioteca teatrale (Bulzoni Editore).",,,,,,Studi,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12146529,ItRAAR,http://id.loc.gov/authorities/names/n89615954,,,,"Col·lecció Honoris causa",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12146552,ItRAAR,http://id.loc.gov/authorities/names/nr2006019418,,,,"Collection ""Les amis de l'histoire""",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12147117,ItRAAR,http://id.loc.gov/authorities/names/n42013985,,,,"Johns Hopkins studies in Atlantic history and culture",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12148498,ItRAAR,,,,,"Collection Galliae civitates",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12149657,ItRAAR,http://id.loc.gov/authorities/names/n86738642,,,,"Bibliothèque de l'Institut français de Florence.",,,,,"1re série,","Collection d'études d'histoire littéraire et de linguistique",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12149709,ItRAAR,http://id.loc.gov/authorities/names/n83704954,,,,"St. Antony's Middle East monographs",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12150079,ItRAAR,http://id.loc.gov/authorities/names/n94017416,,,,"Classics of Persian literature",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12150796,ItRAAR,http://id.loc.gov/authorities/names/n91071247,,,,"Publication (United Nations Interregional Crime and Justice Research Institute)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12150991,ItRAAR,,,,,"La cultura (Studium)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12151027,ItRAAR,http://id.loc.gov/authorities/names/no2005092452,,,,"Biblioteca filologica CLE",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12151462,ItRAAR,http://id.loc.gov/authorities/names/n96054541,,,,"Bamberger theologische Studien",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12151611,ItRAAR,http://id.loc.gov/authorities/names/n00038881,,,,"Fuori collana (Feltrinelli editore)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12152318,ItRAAR,http://id.loc.gov/authorities/names/n2004041595,,,,"Biblioteca Morcelliana",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12153472,ItRAAR,,,,,"I diamanti (Salerno)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12153477,ItRAAR,,,,,"I diamanti (M. Solfanelli)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12153478,ItRAAR,,,,,"I diamanti (Mondadori)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12153606,ItRAAR,http://id.loc.gov/authorities/names/no2004037561,,,,"Collana di studi storico-archeologici",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12154600,ItRAAR,http://id.loc.gov/authorities/names/n2001044222,,,,"Biblioteca del personale",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12156049,ItRAAR,http://id.loc.gov/authorities/names/n91008153,,,,"Münchener kirchenhistorische Studien",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12156223,ItRAAR,http://id.loc.gov/authorities/names/no2004111913,,,,"Bibliothèque du CERHI",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12156235,ItRAAR,http://id.loc.gov/authorities/names/n2001100917,,,,"Collana di economia e istituzioni",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12157004,ItRAAR,http://id.loc.gov/authorities/names/n2002035672,,,,"Biblioteca del Novecento",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12157130,ItRAAR,http://id.loc.gov/authorities/names/n86701974,,,,"Biblioteca de autores manchegos",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12158916,ItRAAR,http://id.loc.gov/authorities/names/n00026494,,,,"Collana di ricerche letterarie",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12161455,ItRAAR,http://id.loc.gov/authorities/names/no2002043019,,,,"Occasional papers in archaeology (Uppsala universitet. Institutionen för arkeologi och antik historia)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12161707,ItRAAR,http://id.loc.gov/authorities/names/n84725178,,,,"Occasional publications (Science Museum (Great Britain). Library)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12161719,ItRAAR,http://id.loc.gov/authorities/names/n92008641,,,,"Occasional studies series (University of Pittsburgh. Medieval and Renaissance Studies Program)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12162180,ItRAAR,,,,,"Türk Tarih Kurumu yayinlarindan.",,,,,"V. dizi",,,,,,,DLC;DLC,UNIF_TITLE
12162185,ItRAAR,,,,,"Türk Tarih Kurumu yayinlarindan.",,,,,"V. dizi.","Antalya bölgesinde arastirmalar",,,,,,DLC;DLC,UNIF_TITLE
12162363,ItRAAR,http://id.loc.gov/authorities/names/no2002050043,,,,"Collection Sciences humaines en médecine",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12162404,ItRAAR,http://id.loc.gov/authorities/names/n97047156,,,,"Classical numismatic studies",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12162440,DLC,http://id.loc.gov/authorities/names/no2004116365,,,,"Collections du Musée archéologique départemental de Saint-Bertrand-de-Comminges",,,,,,,,,,,,ICU;eng;ICU;DLC,UNIF_TITLE
12163114,ItRAAR,http://id.loc.gov/authorities/names/n2004041675,,,,"Biblioteca dell'Istituto di storia della cultura materiale",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12163981,ItRAAR,http://id.loc.gov/authorities/names/n98049088,,,,"Bibliothèque de philosophie comparée.",,,,,,Essais,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12166844,ItRAAR,http://id.loc.gov/authorities/names/n84721703,,,,"Collection des mélanges de la Bibliothèque de la Sorbonne",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12166988,ItRAAR,,,,"(Theophilus Alexandrinus, 385-412. Opere spurie e dubbie)","Homilia de assumptione Mariae virginis",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12168742,ItRAAR,http://id.loc.gov/authorities/names/n86720911,,,,"Dissertationes historicae",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12169323,ItRAAR,http://id.loc.gov/authorities/names/no00086437,,,,"Biblioteca di studi goriziani",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12171559,ItRAAR,http://id.loc.gov/authorities/names/no2001016712,,,,"Annales littéraires de l'Université de Franche-Comté.",,,,,,"Série ""Environnement, sociétés, et archéologie""",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12172529,ItRAAR,http://id.loc.gov/authorities/names/n42036034,,,,"Publications of the Finnish National Commission for Unesco",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12173249,ItRAAR,http://id.loc.gov/authorities/names/nr99018333,,,,"Collection Publications du Centre culturel Calouste Gulbenkian",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12174109,ItRAAR,http://id.loc.gov/authorities/names/n96055037,,,,"Stadtgeschichtliche Reihe (Rastatt, Germany)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12175618,ItRAAR,http://id.loc.gov/authorities/names/nr00023467,,,,"Blickpunkte (Vienna, Austria)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12175653,ItRAAR,http://id.loc.gov/authorities/names/no97003187,,,,"Catalogue series (Wiener Library)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12175658,ItRAAR,http://id.loc.gov/authorities/names/no95043729,,,,"Publications of the Wellcome Historical Medical Library.",,,,,,"Catalogue series",,,,,,DLC,UNIF_TITLE
12176179,ItRAAR,http://id.loc.gov/authorities/names/nr00029971,,,,"Österreichische Bücherei (A. Hartlebens Verlag)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12176182,ItRAAR,http://id.loc.gov/authorities/names/nr2003038839,,,,"Österreichische Bücherei (Heimat Verlag)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12178373,ItRAAR,http://id.loc.gov/authorities/names/n2004000555,,,,"Biblioteca de Ciencias para la familia.",,,,,,"Colección Obras de consulta",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12178677,ItRAAR,http://id.loc.gov/authorities/names/no2001041378,,,,"Biblioteca de Ciencias para la familia.",,,,,,"Colección clásicos",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12179157,ItRAAR,http://id.loc.gov/authorities/names/no2005008496,,,,"Bibliothèque classique de la liberté",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12179423,ItRAAR,http://id.loc.gov/authorities/names/n92094484,,,,"Conway's history of the ship",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12179551,ItRAAR,,,,(Aristotle),"Nicomachean ethics",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12180582,ItRAAR,http://id.loc.gov/authorities/names/nr99018495,,,,Monográfica.,,,,,,"Arquitectura, urbanismo y restauración",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12180727,ItRAAR,http://id.loc.gov/authorities/names/no2005001314,,,,"Collana di studi storici e sociali",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12181572,DLC,http://id.loc.gov/authorities/names/n92057776,,,,"Biblioteca básica de arte.",,,,,,Monografías,,,,,,DLC;DLC;DLC,UNIF_TITLE
12181882,ItRAAR,,,,"(Albertus Magnus, s., vesc. di Regensburg, c. 1193-1280)",Meteora,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
12183861,DLC,http://id.loc.gov/authorities/names/n42004617,,,,"Biblioteca de educación y ciencias sociales.",,,,,,"Serie Técnicas y estudios experimentales",,,,,,DLC;eng;DLC;OCoLC,UNIF_TITLE
12185237,ItRAAR,http://id.loc.gov/authorities/names/no2003042966,,,,"Biblioteche private",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
