2371,162
2380,120
2902,6
2903,9
2904,52
2905,2
2908,31
2909,365
2910,6
2911,6
2912,21
2919,6
2932,83
2936,2
2938,15
2941,24
2944,24
2947,261
2948,20
2958,2
2962,70
2980,66
2991,7
2993,15
2999,2
3003,62
3005,16
3012,6
3013,288
3020,10
3034,3
3036,4
3039,8
3041,7
3042,28
3043,5
3044,2
3048,20
3054,66
3056,137
3057,48
3058,13
3059,13
3062,2
3064,2
3066,54
3070,41
3072,5
3077,14
3086,86
3092,32
3093,67
3100,15
3104,41
3105,13
3108,15
3111,11
3112,4
3118,17
3119,32
3123,8
3125,41
3126,11
3127,3
3129,11
3132,28
3134,13
3137,4
3140,11
3145,43
3156,40
3170,8
3173,2
3181,6
3185,5
3187,7
3191,51
3194,14
3196,7
3198,7
3200,19
3201,2
3202,5
3203,12
3205,3
3206,7
3208,3
3209,3
3210,4
3215,39
3217,26
3218,26
3219,6
3220,16
3224,2
3226,2
3227,3
3231,6
3232,8
3239,4
3243,2
3245,27
3247,2
3248,17
3251,7
3253,3
3257,22
3259,10
3260,8
3261,2
3263,13
3268,2
3271,2
3276,4
3279,2
3280,2
3285,128
3286,49
3289,3
3292,14
3293,67
3301,27
3303,26
3304,2
3308,20
3309,10
3310,12
3312,2
3313,8
3314,18
3317,16
3320,12
3321,3
3326,7
3329,6
3331,6
3333,7
3334,9
3335,2
3336,2
3337,2
3338,9
3340,2
3342,16
3344,2
3346,10
3349,21
3350,2
3351,5
3352,3
3353,3
3355,4
3356,27
3357,3
3362,4
3363,40
3366,17
3369,24
3372,84
3377,173
3378,12
3392,121
3394,5
3395,18
3396,12
3399,18
3405,3
3409,100
3411,14
3413,6
3416,2
3418,9
3419,7
3420,2
3422,8
3423,861
3590,17
3591,42
3593,57
3595,4
3598,3
3599,5
3600,5
3605,11
3612,17
3615,5
3617,5
3619,44
3621,8
3622,4
3623,5
3624,3
3626,3
3627,4
3629,11
3630,9
3631,3
3638,37
3640,7
3648,215
3652,3
3655,69
3656,217
3657,2
3658,41
3660,32
3667,2
3668,3
3669,6
3673,3
3675,11
3676,2
3679,82
3680,2
3681,2
3682,24
3683,19
3684,215
3685,3
3688,3
3689,5
3690,3
3691,3
3692,6
3695,33
3696,3
3697,3
3701,16
3703,3
3705,10
3708,2
3709,4
3712,9
3714,3
3720,8
3721,16
3723,66
3724,183
3725,6
3726,18
3727,6
3728,53
3729,20
3732,7
3733,17
3734,6
3735,9
3738,6
3739,2
3740,4
3741,11
3742,2
3743,7
3744,2
3745,5
3746,3
3747,4
3749,9
3751,4
3752,2
3753,3
3756,2
3757,24
3762,8
3763,2
3764,4
3766,3
3768,2
3769,2
3770,4
3771,7
3772,8
3774,9
3778,31
3779,3
3780,2
3781,4
3782,67
3783,4
3784,4
3785,29
3786,66
3787,35
3788,16
3789,22
3790,2
3792,2
3793,3
3794,3
3810,5
3818,285
3819,54
3823,25
3826,8
3829,13
3844,13
3850,78
3858,11
3874,7
3875,34
3877,29
3882,9
3885,255
3895,113
3898,8
3909,94
3920,55
3921,205
3924,53
3948,51
3951,7
3957,13
3962,11
3977,87
3978,5
3980,13
3984,45
3986,60
3996,7
4009,11
4015,61
4016,349
4031,15
4032,21
4036,86
4043,53
4050,25
4061,17
4067,17
4098,119
4103,14
4104,36
4109,21
4140,3
4141,15
4182,8
4183,90
4192,178
4194,56
4208,25
4221,171
4236,18
4245,65
4259,9
4262,31
4265,5
4271,22
4272,24
4273,5
4275,11
4288,3
4291,5
4293,5
4305,5
4307,5
4309,22
4312,9
4313,5
4318,7
4322,10
4326,11
4331,12
4332,9
4336,9
4337,14
4338,12
4340,17
4341,6
4342,33
4344,12
4346,9
4351,3
4352,32
4365,11
4387,7
4395,34
4397,3
4401,21
4402,23
4412,9
4415,27
4416,24
4418,89
4419,9
4420,7
4423,7
4426,15
4428,7
4434,5
4435,11
4440,16
4441,5
4442,5
4443,5
4444,14
4446,30
4448,23
4454,5
4455,15
4456,31
4458,5
4460,24
4470,3
4476,5
4483,7
4505,9
4521,15
4530,6
4533,3
4544,27
4550,9
4579,3
4581,9
4584,13
4588,20
4589,5
4602,5
4603,5
4606,30
4608,10
4609,11
4610,9
4613,21
4616,3
4619,68
4621,5
4627,10
4628,3
4629,3
4630,3
4638,3
4639,3
4646,25
4656,1
4663,10
4674,5
4678,3
4692,3
4697,1
4698,1
4700,1
4701,1
4702,1
4704,1
4705,3
4706,1
4708,17
4709,17
4710,13
4712,1
4719,8
4723,3
4725,5
4733,3
4736,4
4737,212
4739,7
4740,3
4746,15
4753,9
4763,3
4770,123
4782,49
4805,5
4813,65
4825,213
4839,449
4866,43
4871,111
4875,216
4888,35
4895,9
4897,12
4902,6
4909,183
4910,15
4911,3
4912,3
4913,11
4917,355
4918,44
4919,12
4921,5
4922,66
4924,56
4930,15
4931,15
4932,11
4934,9
4935,31
4937,7
4940,10
4945,13
4954,140
4959,37
4961,6
4962,8
4969,3
4974,23
4975,29
4979,3
4982,29
4989,3
4993,3
5002,25
5004,9
5009,8
5011,1207
5013,72
5021,6
5030,2
5035,7
5037,2
5039,26
5044,2
5045,2
5047,7
5049,5
5055,19
5070,6
5074,2
5089,46
5090,13
5092,8
5096,3
5097,11
5098,40
5099,2
5106,2
5107,149
5108,7
5122,57
5124,13
5126,2
5136,12
5138,2
5139,20
5144,11
5146,2
5147,2
5148,5
5149,2
5150,2
5157,2
5165,2
5167,2
5169,10
5172,6
5174,3
5176,11
5177,28
5179,8
5186,6
5194,3
5195,94
5202,22
5204,71
5207,55
5208,8
5211,24
5214,12
5216,2
5217,4
5225,2
5228,24
5229,3
5238,2
5239,12
5253,27
5256,11
5258,22
5259,2
5261,5
5267,17
5268,24
5269,7
5270,7
5273,21
5279,19
5280,2
5286,4
5289,5
5291,6
5292,9
5293,6
5294,87
5301,2
5305,137
5310,15
5313,21
5314,3
5315,9
5317,36
5320,2
5325,2
5331,5
5346,7
5353,38
5354,30
5355,2
5357,44
5358,5
5360,2
5369,44
5374,11
5375,10
5376,11
5380,49
5381,2
5383,2
5386,16
5387,21
5388,243
5401,6
5405,54
5406,35
5407,6
5408,3
5409,66
5411,2
5413,142
5419,19
5422,4
5426,22
5429,3
5435,814
5441,18
5448,5
5457,44
5460,2
5462,3
5465,5
5470,4
5475,3
5477,2
5479,9
5488,22
5489,157
5495,7
5496,42
5498,10
5499,2
5501,11
5502,7
5503,6
5506,8
5507,11
5509,23
5510,4
5513,19
5514,17
5517,5
5520,10
5521,12
5522,26
5526,15
5528,10
5530,14
5535,39
5540,6
5542,9
5544,2
5546,7
5547,4
5549,2
5551,23
5555,7
5556,82
5560,2
5569,126
5572,2
5574,2
5575,2
5576,7
5579,2
5580,2
5582,47
5583,2
5586,12
5589,287
5591,175
5592,25
5596,77
5597,12
5603,40
5606,34
5612,79
5613,5
5614,5
5615,30
5616,2
5617,11
5618,31
5619,29
5622,4
5624,55
5625,8
5628,7
5630,3
5632,9
5634,5
5636,410
5638,12
5639,3
5643,21
5645,7
5649,3
5653,10
5656,8
5657,224
5660,46
5661,8
5662,6
5664,4
5670,13
5671,3
5672,2
5676,2
5694,2
5705,22
5714,10
5715,32
5717,6
5718,10
5724,43
5725,14
5726,164
5729,6
5730,7
5733,12
5735,35
5737,4
5746,7
5747,12
5758,12
5759,10
5761,2
5764,3
5766,7
5767,6
5769,3
5774,2
5781,14
5786,9
5788,10
5793,4
5801,22
5812,28
5813,2
5814,12
5815,4
5818,2
5819,2
5820,2
5821,2
5824,2
5825,2
5826,14
5832,23
5833,24
5835,6
5837,2
5840,2
5842,3
5844,2
5854,2
5858,2
5862,2
5863,30
5864,2
5866,2
5874,2
5875,2
5880,2
5886,2
5887,11
5889,2
5892,6
5893,2
5897,5
5898,9
5904,127
5905,2
5906,2
5907,2
5923,15
5924,2
5926,2
5929,2
5934,2
5937,2
5938,4
5942,2
5954,2
5957,3
5963,3
5964,5
5970,2
5973,2
5981,2
5989,9
5997,2
5999,2
6001,2
6013,10
6015,8
6024,2
6025,8
6045,2
6046,12
6068,19
6070,75
6074,9
6078,16
6082,44
6087,5
6090,3
6092,7
6093,8
6094,7
6098,9
6102,10
6104,5
6112,31
6117,5
6122,43
6125,14
6132,15
6138,3
6140,5
6144,42
6146,121
6147,29
6148,21
6154,26
6156,25
6157,34
6159,21
6160,106
6165,3
6170,13
6173,154
6178,8
6180,15
6183,19
6188,5
6189,3
6191,4
6194,5
6198,10
6199,3
6205,838
6210,19
6213,3
6214,9
6219,5
6253,3
6259,15
6267,4
6268,6
6274,17
6287,3
6298,10
6305,7
6307,3
6308,3
6310,5
6314,3
6330,26
6331,3
6332,5
6334,12
6336,3
6337,76
6339,14
6341,8
6342,59
6347,3
6348,3
6350,7
6360,3
6363,3
6370,7
6375,4
6376,20
6377,11
6378,26
6379,5
6380,7
6383,3
6384,25
6385,42
6388,5
6389,3
6390,3
6396,5
6404,8
6406,3
6413,5
6418,125
6419,14
6420,47
6422,315
6423,314
6425,6
6432,29
6433,25
6434,3
6435,3
6436,12
6440,30
6443,36
6445,134
6446,11
6447,67
6449,69
6457,2
6464,213
6469,2
6478,7
6480,2
6483,13
6485,11
6503,3
6504,2
6506,6
6507,2
6509,16
6510,7
6517,3
6518,7
6519,2
6525,2
6534,39
6535,10
6536,5
6537,11
6539,78
6540,26
6541,2
6542,2
6543,32
6544,108
6545,7
6546,84
6548,89
6551,9
6553,8
6554,73
6555,7
6558,13
6559,7
6562,13
6565,8
6568,5
6572,27
6573,41
6585,3
6593,110
6594,38
6595,2149
6603,144
6618,3
6622,3
6626,3
6628,11
6630,7
6632,19
6635,4
6636,16
6637,34
6640,8
6642,18
6643,9
6650,35
6651,11
6652,31
6654,11
6656,3
6657,9
6658,3
6659,44
6660,176
6661,3
6662,3
6663,51
6664,59
6665,10
6669,63
6671,76
6684,18
6688,3
6694,22
6696,22
6700,4
6710,12
6720,23
6724,27
6725,20
6729,31
6730,6
6732,61
6734,3
6736,6
6737,3
6738,3
6739,16
6742,3
6743,3
6744,5
6748,5
6749,5
6754,5
6757,5
6758,6
6765,66
6767,41
6769,16
6774,42
6780,5
6784,11
6789,10
6790,5
6791,7
6793,3
6799,5
6803,12
6804,36
6805,23
6806,10
6807,5
6811,4
6819,5
6820,9
6821,21
6822,5
6839,3
6840,32
6841,5
6842,3
6843,5
6845,5
6848,8
6850,5
6851,5
6852,5
6853,5
6854,6
6855,3
6864,9
6887,3
6889,3
6895,3
6916,4
6987,3
7000,3
7001,3
7009,4
7012,5
7014,19
7016,16
7018,142
7021,6
7026,3
7028,4
7058,3
7061,3
7068,3
7070,3
7072,3
7074,3
7076,3
7077,3
7078,3
7089,3
7091,3
7092,7
7094,4
7097,3
7102,3
7104,3
7108,3
7109,3
7112,4
7116,20
7119,4
7120,14
7131,3
7133,33
7135,49
7138,8
7140,3
7141,4
7142,4
7143,35
7144,48
7145,8
7147,7
7153,1
7154,32
7155,250
7157,9
7160,13
7161,9
7162,41
7164,34
7168,36
7169,22
7170,3
7171,4
7172,1
7173,13
7174,13
7175,14
7176,5
7178,14
7179,8
7181,103
7191,3
7192,24
7195,66
7196,216
7199,5
7201,3
7202,71
7204,118
7206,860
7207,8
7216,18
7217,7
7218,8
7219,7
7221,5
7222,43
7229,52
7231,7
7233,4
7235,35
7237,7
7238,25
7239,115
7241,6
7253,4
7255,9
7256,5
7261,18
7262,27
7267,9
7268,18
7269,22
7274,40
7275,5
7276,29
7277,5
7278,9
7279,15
7280,8
7289,25
7291,3
7293,7
7297,54
7298,54
7299,17
7300,7
7301,154
7303,3
7304,3
7305,1441
7306,26
7307,7
7311,5
7313,7
7314,355
7315,12
7318,6
7319,19
7320,9
7321,10
7323,11
7324,8
7325,24
7326,206
7327,11
7330,7
7331,44
7332,97
7334,33
7335,105
7337,196
7338,37
7339,11
7340,1
7343,18
7346,11
7350,5
7351,5
7353,417
7356,8
7360,4
7363,4
7364,7
7370,23
7371,13
7372,5
7373,68
7374,87
7375,84
7376,21
7380,5
7381,5
7382,10
7383,5
7384,4
7385,73
7391,2
7392,2
7393,19
7394,74
7397,15
7398,22
7400,57
7401,33
7402,14
7403,42
7408,32
7409,171
7410,465
7411,5
7412,17
7413,7
7414,6
7415,52
7416,101
7417,7
7418,14
7421,38
